Slovak Republic,SVK,..,..,..,3539.879365,3983.842773,4015.152173,4024.669067,3315.047989,3292.609005,3504.475593,3306.805544,3213.949767,3080.725034,3130.926574,2943.18916
Slovenia,SVN,..,..,..,..,..,..,2857.564531,3049.386594,3224.379501,3645.837437,3579.072461,3567.983036,3424.040145,3330.990076,3236.236045
South Africa,ZAF,..,..,..,2100.150645,2248.583363,2619.532515,2472.069488,2499.433555,2428.708282,2693.966399,2780.992224,2731.092613,2653.062478,2621.162465,2715.291397
Spain,ESP,530.6648498,714.7215779,1123.102994,1607.74131,1805.590731,1843.193254,2317.476774,2537.07268,3003.761672,3251.397133,2742.877182,2689.684337,2683.367935,2512.105919,2464.641291
Sri Lanka,LKA,..,..,..,304.4525044,307.4857259,315.5575769,322.9992973,332.2533473,446.3406593,464.5975843,484.1827626,515.9030142,551.0207099,487.3784309,515.6847528
Sudan,SDN,..,..,..,461.120635,437.5197411,420.0350928,412.4554916,397.3868941,382.6431125,373.629041,361.8942782,351.2109591,379.7261751,379.8266887,380.8738409
Suriname,SUR,..,..,..,..,..,..,..,..,1335.087534,1266.798411,1363.432636,1314.365045,1451.583293,1275.319792,1259.490298
Sweden,SWE,2698.792303,3437.54077,4681.299836,4764.499013,4871.533239,5656.192899,5514.55753,5702.165043,5360.145147,5711.127283,5427.925046,5274.643613,5269.485998,5146.53359,4966.435921
Switzerland,CHE,1398.654836,1943.600516,2556.658707,2710.772924,3170.575472,3412.391109,3627.692811,3421.651041,3480.591572,3488.218348,3347.618356,3205.328271,3202.834337,3304.115438,3059.936749
Syrian Arab Republic,SYR,..,..,..,405.1264419,499.9777175,735.4977616,840.8455098,843.3330833,940.8858701,1136.499431,1030.496173,953.4096374,726.9747988,587.4364264,562.5354045
Tajikistan,TJK,..,..,..,..,..,..,1004.546411,385.9826822,345.6549454,341.4118634,284.7516826,279.1971903,293.5274298,318.0784731,335.3854506
Tanzania,TZA,..,..,..,480.0407702,429.0084379,401.5089711,382.2988763,367.8806917,393.8781806,437.5238911,448.2209445,459.1589623,472.2858916,474.3515436,475.4269605
Thailand,THA,..,..,..,409.6024292,464.3214947,475.3593139,741.2827119,1040.882313,1148.151417,1513.255342,1753.343029,1742.937338,1860.097607,1991.635583,1969.633659
Togo,TGO,..,..,..,322.5241304,326.3063342,303.1788562,333.578034,366.4593367,424.6640137,417.3223927,479.0499761,469.0903903,455.2819003,455.3280814,456.6742035
Trinidad and Tobago,TTO,..,..,..,2294.997479,3527.043936,4347.690037,4900.006547,4899.904462,7759.753278,12426.38793,15109.18756,14791.36387,14346.84046,14537.4842,14446.74945
Tunisia,TUN,..,..,..,384.481774,513.1679179,568.4493974,600.8810857,636.8596578,753.2489545,823.0081479,966.3343681,911.9072706,940.9794622,945.356954,943.6070362
Turkey,TUR,389.1139416,445.9014499,522.1998386,681.2173349,715.1489789,800.2803483,977.6642424,1052.699705,1201.087297,1240.166421,1474.669692,1546.203319,1585.400239,1542.968242,1577.827978
Turkmenistan,TKM,..,..,..,..,..,..,4755.073472,3253.808843,3294.770457,4032.960428,4459.2478,4769.832053,4847.812167,4883.235435,4893.487499
Ukraine,UKR,..,..,..,..,..,..,4856.585851,3177.813399,2720.724287,3033.183675,2886.994574,2768.924126,2687.058515,2553.116515,2334.407199
United Arab Emirates,ARE,..,..,..,3495.05163,6938.020921,9861.16982,10979.65405,11305.33114,9991.423568,9716.633818,7458.879459,7418.413775,7683.884405,7766.665375,7769.234738
United Kingdom,GBR,3033.050649,3329.410163,3684.952352,3545.817134,3523.648842,3550.783791,3597.051621,3728.963152,3785.753126,3686.359905,3230.615984,2972.14799,3042.855811,2987.702778,2776.844098
United States,USA,5641.740755,6307.890202,7569.076595,7656.263579,7942.253018,7456.262903,7671.773066,7763.755106,8056.86385,7846.499688,7160.939243,7028.152876,6869.385326,6902.43283,6956.813731
Uruguay,URY,..,..,..,863.962685,906.5532424,663.3057849,723.8459686,797.5669219,930.9427639,889.2068588,1211.183272,1305.022649,1365.207372,1350.434638,1378.273607
Uzbekistan,UZB,..,..,..,..,..,..,2260.766943,1876.040597,2063.585378,1799.40318,1512.821507,1613.810098,1625.988144,1419.477767,..
"Venezuela, RB",VEN,..,..,..,1724.233771,2128.872251,2075.457822,1993.133003,2110.947449,2093.754375,2102.16665,2493.466402,2280.727906,2444.104221,2268.055965,..
Vietnam,VNM,..,..,..,289.5542161,268.0043948,271.2254875,270.6291438,303.9805821,370.1625126,500.6759507,677.6743911,670.1831202,674.7836485,667.6464664,..
"Yemen, Rep.",YEM,..,..,..,101.1571009,156.621325,176.4120448,208.4627909,223.0528947,265.5583792,320.0408766,331.7845268,272.7399726,240.1515634,323.1730895,..
Zambia,ZMB,..,..,..,806.8484103,785.1275973,725.1153523,678.851657,637.8403071,593.4659428,607.6700302,593.755625,608.9117122,620.2623181,635.329544,..
Zimbabwe,ZWE,..,..,..,967.5118595,906.2530883,855.2646152,913.0081342,869.3319974,818.8795174,743.1335564,671.4989447,712.5831735,734.8366434,749.6671096,..
